,0
0,0.7257469296455383
1,0.7299655675888062
2,0.7275071144104004
3,0.7214530110359192
4,0.7149158120155334
5,0.7093497514724731
6,0.7012443542480469
7,0.6941749453544617
8,0.6876482367515564
9,0.6780431270599365
10,0.671899676322937
11,0.6642694473266602
12,0.6572512984275818
13,0.6474499702453613
14,0.6429627537727356
15,0.6271122694015503
16,0.6220452785491943
17,0.6158091425895691
18,0.6128593683242798
19,0.5908623337745667
20,0.5993363857269287
21,0.5812440514564514
22,0.6048455238342285
23,0.5813775658607483
24,0.5717155933380127
25,0.5615358352661133
26,0.5742660760879517
27,0.571982204914093
28,0.5504457950592041
29,0.5423972010612488
30,0.5722194314002991
31,0.53106290102005
32,0.5422751307487488
33,0.5323798060417175
34,0.5479708909988403
35,0.553820013999939
36,0.5072821974754333
37,0.5229836702346802
38,0.5386901497840881
39,0.5203284025192261
40,0.514470100402832
41,0.5177431702613831
42,0.5109623670578003
43,0.5048125386238098
44,0.5665860772132874
45,0.5527075529098511
46,0.5356996655464172
47,0.5167598128318787
48,0.49060437083244324
49,0.5238064527511597
50,0.46206456422805786
51,0.53339684009552
52,0.5066508054733276
53,0.48973438143730164
54,0.4980071187019348
55,0.4771474301815033
56,0.47775039076805115
57,0.4954177737236023
58,0.4525541663169861
59,0.4917578101158142
60,0.4779037833213806
61,0.45474979281425476
62,0.4712543487548828
63,0.46566322445869446
64,0.4818081855773926
65,0.4559202492237091
66,0.44260939955711365
67,0.4739200174808502
68,0.4987313449382782
69,0.42192280292510986
70,0.4618209898471832
71,0.3950996398925781
72,0.4103614091873169
73,0.4433741271495819
74,0.43148887157440186
75,0.39141592383384705
76,0.4348645806312561
77,0.45665663480758667
78,0.4373439848423004
79,0.40906694531440735
80,0.40554919838905334
81,0.4959743618965149
82,0.4360125958919525
83,0.46669426560401917
84,0.40555399656295776
85,0.4135527014732361
86,0.40555790066719055
87,0.3944709002971649
88,0.3784830868244171
89,0.4137008786201477
90,0.3653838336467743
91,0.3825732469558716
92,0.379425972700119
93,0.4054599404335022
94,0.3769805431365967
95,0.4035325348377228
96,0.37273865938186646
97,0.36887452006340027
98,0.36902591586112976
99,0.3852149248123169
100,0.37987515330314636
101,0.359592467546463
102,0.3678135275840759
103,0.34231117367744446
104,0.37004172801971436
105,0.35795751214027405
106,0.3912445902824402
107,0.3603084981441498
108,0.3972710967063904
109,0.3431112766265869
110,0.35421618819236755
111,0.3579787313938141
112,0.3466835916042328
113,0.33152568340301514
114,0.34990957379341125
115,0.32778507471084595
116,0.3209400177001953
117,0.34928134083747864
118,0.3326101005077362
119,0.28081509470939636
120,0.32359176874160767
121,0.28808143734931946
122,0.33739665150642395
123,0.30055373907089233
124,0.360305517911911
125,0.3261074423789978
126,0.3295789361000061
127,0.37351056933403015
128,0.30930978059768677
129,0.29318445920944214
130,0.2862563133239746
131,0.3162531852722168
132,0.3189600110054016
133,0.281993567943573
134,0.3016101121902466
135,0.36964765191078186
136,0.2956848740577698
137,0.28586217761039734
138,0.27807363867759705
139,0.2871301770210266
140,0.30248183012008667
141,0.3049956262111664
142,0.2626781463623047
143,0.31766030192375183
144,0.30598127841949463
145,0.27902668714523315
146,0.29233744740486145
147,0.3019337058067322
148,0.27302995324134827
149,0.2873467803001404
150,0.366377055644989
151,0.2869759798049927
152,0.25794267654418945
153,0.29770129919052124
154,0.2833748459815979
155,0.29661667346954346
156,0.32688650488853455
157,0.2931644320487976
158,0.2428983449935913
159,0.2958405017852783
160,0.33436280488967896
161,0.32292410731315613
162,0.3211643099784851
163,0.28802937269210815
164,0.2826571464538574
165,0.25656768679618835
166,0.3231784403324127
167,0.26264870166778564
168,0.26820695400238037
169,0.290849894285202
170,0.29112765192985535
171,0.28527069091796875
172,0.3144969046115875
173,0.3257054090499878
174,0.2721478343009949
175,0.25787004828453064
176,0.2555098533630371
177,0.26156994700431824
178,0.23936627805233002
179,0.2774271070957184
180,0.290292352437973
181,0.28877854347229004
182,0.24872015416622162
183,0.23571862280368805
184,0.28079915046691895
185,0.28318849205970764
186,0.313023179769516
187,0.2906223237514496
188,0.2921980619430542
189,0.262898713350296
190,0.26915687322616577
191,0.2812986969947815
192,0.2616652250289917
193,0.26961401104927063
194,0.258076548576355
195,0.2628456950187683
196,0.2746281325817108
197,0.26559388637542725
198,0.27987760305404663
199,0.2969761788845062
200,0.28904420137405396
201,0.2442166656255722
202,0.24587497115135193
203,0.297240674495697
204,0.27114278078079224
205,0.2516210675239563
206,0.27420327067375183
207,0.26588791608810425
208,0.2735980749130249
209,0.28856152296066284
210,0.255816787481308
211,0.29931673407554626
212,0.2711051404476166
213,0.2662186026573181
214,0.2527589499950409
215,0.26404300332069397
216,0.23755298554897308
