,0
0,0.7185365557670593
1,0.6935144066810608
2,0.6965699791908264
3,0.703414261341095
4,0.7068592309951782
5,0.7125152349472046
6,0.6968992352485657
7,0.7020637392997742
8,0.7298845052719116
9,0.6826359033584595
10,0.6851600408554077
11,0.6894405484199524
12,0.6724236011505127
13,0.6590255498886108
14,0.67075514793396
15,0.6847474575042725
16,0.6555584669113159
17,0.6497806310653687
18,0.6405346393585205
19,0.6391496658325195
20,0.6388533115386963
21,0.6172832250595093
22,0.6108229160308838
23,0.6310716271400452
24,0.5954719185829163
25,0.5922375917434692
26,0.5829314589500427
27,0.5806943774223328
28,0.5577964782714844
29,0.5715475082397461
30,0.544026792049408
31,0.5652117729187012
32,0.5618206262588501
33,0.5430853962898254
34,0.5586233139038086
35,0.5205157995223999
36,0.5400949120521545
37,0.5208325982093811
38,0.4643706977367401
39,0.48063379526138306
40,0.47898492217063904
41,0.461946964263916
42,0.4364514946937561
43,0.4600694477558136
44,0.4429389238357544
45,0.4399649202823639
46,0.4402002990245819
47,0.42180395126342773
48,0.4148016571998596
49,0.4097592532634735
50,0.4130803048610687
51,0.4391997158527374
52,0.4099080264568329
53,0.3843996822834015
54,0.3815040588378906
55,0.35673946142196655
56,0.3587772846221924
57,0.3532913327217102
58,0.4346286356449127
59,0.3957211673259735
60,0.37773582339286804
61,0.36984866857528687
62,0.39797264337539673
63,0.3867308795452118
64,0.3521919250488281
65,0.3812171518802643
66,0.36311739683151245
67,0.38341137766838074
68,0.33479300141334534
69,0.37816548347473145
70,0.30705615878105164
71,0.36872240900993347
72,0.35011357069015503
73,0.3533926010131836
74,0.36290842294692993
75,0.3472353518009186
76,0.3436562418937683
77,0.3169530928134918
78,0.32802972197532654
79,0.3351263701915741
80,0.3035408556461334
81,0.33410608768463135
82,0.3264509439468384
83,0.36988991498947144
84,0.3026083707809448
85,0.28902488946914673
86,0.30288490653038025
87,0.3126847445964813
88,0.34031009674072266
89,0.2889436185359955
90,0.2787683606147766
91,0.3104201555252075
92,0.3233376443386078
93,0.33704087138175964
94,0.35412243008613586
95,0.2820581793785095
96,0.3205018639564514
97,0.29877662658691406
98,0.26320916414260864
99,0.27595406770706177
100,0.2849805951118469
101,0.24233940243721008
102,0.265634685754776
103,0.29650044441223145
104,0.28691568970680237
105,0.23966678977012634
106,0.266433984041214
107,0.3022257387638092
108,0.2501063942909241
109,0.29892686009407043
110,0.3315023183822632
111,0.30489346385002136
112,0.2837764620780945
113,0.28174227476119995
114,0.3017139136791229
115,0.30305370688438416
116,0.2638520300388336
117,0.2559818923473358
118,0.24497133493423462
119,0.24129322171211243
120,0.2750493288040161
121,0.2593814432621002
122,0.25230517983436584
123,0.25916165113449097
124,0.2593396008014679
125,0.235568106174469
126,0.272494912147522
127,0.30041906237602234
128,0.25044023990631104
129,0.2629646956920624
130,0.24947062134742737
131,0.2450922280550003
132,0.32029998302459717
133,0.2832724452018738
134,0.25666072964668274
135,0.2640334367752075
136,0.2814708650112152
137,0.19687969982624054
138,0.22750324010849
139,0.23916448652744293
140,0.2460562139749527
141,0.22667834162712097
142,0.25395262241363525
143,0.23555545508861542
144,0.28731685876846313
145,0.251869797706604
146,0.19025035202503204
147,0.20910774171352386
148,0.2615043520927429
149,0.24644938111305237
150,0.22789262235164642
